QGC WPL 110
0	1	0	16	0.00000000	0.00000000	0.00000000	0.00000000	46.6143906	142.8119694	73.00000	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.6141188	142.8119172	2.000000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.6141435	142.8117889	2.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.6143290	142.8117956	2.000000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.6143362	142.8116908	2.000000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.6141587	142.8116570	2.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.6141611	142.8115112	2.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.6143632	142.8115542	0.700000	1
9	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.6144433	142.8115703	2.000000	1
10	0	3	183	5.00000000	1200.00000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
11	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.6144484	142.8116072	2.000000	1
12	0	3	21	0.00000000	0.00000000	0.00000000	0.00000000	46.6143906	142.8119694	73.00000	1
